TF-Motif	ES	NES	p-value
HO_RFX4_HUMAN.H10MO.D.bed	-0.0511004494642	372.743896928	0.128001259476
HO_NKX28_HUMAN.H10MO.C.bed	0.0297550853348	-28.4149727702	0.128772173054
HO_PTF1A_HUMAN.H10MO.C.bed	-0.033006934772	-25.2988891967	0.128837625566
HO_PO2F2_HUMAN.H10MO.D.bed	-0.0304912734776	90.2013998896	0.129026959228
HO_IRX3_HUMAN.H10MO.D.bed	-0.0213580574598	-326.668654432	0.129072934873
HO_ZN589_HUMAN.H10MO.D.bed	0.0602293834671	33.6583866337	0.129351408019
HO_MNT_HUMAN.H10MO.D.bed	0.0142797777415	-32.2742072413	0.129928508207
HO_RFX1_HUMAN.H10MO.C.bed	0.0459897399405	49.2379304429	0.130644856922
HO_NR2C2_HUMAN.H10MO.A.bed	-0.0343194233362	62.5565822939	0.130731315963
HO_MUSC_HUMAN.H10MO.D.bed	-0.20609998488	179.415811648	0.131444369723
HO_ZFHX3_HUMAN.H10MO.D.bed	-0.0258263279807	25.3179420783	0.131758901083
HO_REL_HUMAN.H10MO.C.bed	0.0303780842415	121.863944506	0.13210010557
HO_MSX1_HUMAN.H10MO.D.bed	-0.0345395287652	31.803535668	0.133023592108
HO_COT1_HUMAN.H10MO.S.bed	-0.0404917395339	38.2321419755	0.133075722209
HO_ZBTB6_HUMAN.H10MO.D.bed	0.0531797832323	-110.511684816	0.133446216465
HO_PRDM1_HUMAN.H10MO.C.bed	-0.0310294838294	1567.08447095	0.133626879886
HO_MTF1_HUMAN.H10MO.C.bed	0.0925329561358	-41.7599408923	0.133650996309
HO_HXD10_HUMAN.H10MO.D.bed	-0.0227314507495	-71.8874959175	0.133715365686
HO_NR2E3_HUMAN.H10MO.C.bed	0.0304723282731	42.7557175289	0.133904171036
HO_KLF12_HUMAN.H10MO.D.bed	0.0289147403239	152.925589408	0.134988638818
HO_P63_HUMAN.H10MO.S.bed	0.0406206107328	-98.5664238738	0.135110804317
HO_NFAT5_HUMAN.H10MO.D.bed	0.033755208172	-29.5403690712	0.135387031907
HO_HXC11_HUMAN.H10MO.D.bed	0.0420689697555	-72.8237392787	0.135808779611
HO_IRF3_HUMAN.H10MO.C.bed	0.0249609379247	37.5007521238	0.135842163644
HO_FOXG1_HUMAN.H10MO.D.bed	-0.0139796390534	192.920331358	0.136412914333
HO_FOXD2_HUMAN.H10MO.D.bed	-0.0243437272021	-51.1200975341	0.136591712361
HO_CDX1_HUMAN.H10MO.C.bed	-0.0154049066075	-90.6422468734	0.137228999695
HO_NR6A1_HUMAN.H10MO.B.bed	-0.041966751794	-39.638435602	0.13735715606
HO_FOSL1_HUMAN.H10MO.A.bed	-0.0232394743396	43.9346003078	0.138251651653
HO_TBX19_HUMAN.H10MO.D.bed	-0.0716451688623	-22.1172793342	0.1382550185
HO_NKX31_HUMAN.H10MO.C.bed	0.0240169795613	17.3624337423	0.138371928818
HO_MAFK_HUMAN.H10MO.A.bed	-0.0589273839372	23.3841707242	0.139100078495
HO_MYCN_HUMAN.H10MO.B.bed	-0.0232160719027	45.1602769153	0.13916370609
HO_SOX3_HUMAN.H10MO.D.bed	-0.0309093275986	128.01261648	0.139250257596
HO_CTCFL_HUMAN.H10MO.A.bed	-0.0268216873562	26.8585403137	0.139643645433
HO_TF7L2_HUMAN.H10MO.A.bed	-0.0282270292355	1549.90234274	0.14041170694
HO_MESP1_HUMAN.H10MO.D.bed	0.0172250270093	20.7672688331	0.14145708278
HO_LHX3_HUMAN.H10MO.C.bed	0.0262909676708	-48.1100062508	0.142355629712
HO_ZN524_HUMAN.H10MO.D.bed	0.059142253026	36.1700956082	0.142524278983
HO_FOXO4_HUMAN.H10MO.C.bed	0.019282274719	-24.3580545371	0.142953520647
HO_GATA4_HUMAN.H10MO.B.bed	-0.0204222258447	-33.6077934091	0.143048272689
HO_ESR1_HUMAN.H10MO.A.bed	0.036780762938	81.158731821	0.143909208538
HO_JUND_HUMAN.H10MO.A.bed	0.0243052449113	72.7904441338	0.143960898922
HO_CUX1_HUMAN.H10MO.C.bed	0.0725035521087	589.140360662	0.144264607245
HO_FOXC1_HUMAN.H10MO.C.bed	-0.0322189278204	-164.081300941	0.145867668636
HO_SOX8_HUMAN.H10MO.D.bed	0.0405588713131	127.581136338	0.145901159556
HO_PO6F1_HUMAN.H10MO.D.bed	0.0411915069218	97.0639571733	0.146241381972
HO_PO4F3_HUMAN.H10MO.D.bed	-0.03240417083	93.133761997	0.14635433493
HO_HXC6_HUMAN.H10MO.D.bed	-0.02307275622	-70.3772278919	0.146386752155
HO_HXA13_HUMAN.H10MO.C.bed	0.0291565219157	34.151188047	0.14648153797
HO_STA5A_HUMAN.H10MO.B.bed	0.0187500831837	-20.4634736225	0.146586033531
HO_XBP1_HUMAN.H10MO.C.bed	0.0821310166605	40.5250042432	0.146750995226
HO_DPRX_HUMAN.H10MO.D.bed	0.066557784262	-19.2139561483	0.146815633591
HO_TBR1_HUMAN.H10MO.D.bed	0.0424823754001	-299.094540878	0.147414497455
HO_ZN410_HUMAN.H10MO.D.bed	-0.109767923972	-17.9229812865	0.147789326735
HO_BATF3_HUMAN.H10MO.D.bed	0.0512204877284	-25.3959295923	0.147839039441
HO_FOXA1_HUMAN.H10MO.A.bed	-0.0195359670469	-481.931486373	0.148780148532
HO_CEBPG_HUMAN.H10MO.C.bed	-0.0303909667572	85.9493316582	0.149194105476
HO_FOS_HUMAN.H10MO.A.bed	0.0222626930588	-34.5578425846	0.149243150747
HO_GCR_HUMAN.H10MO.A.bed	-0.0397254296935	-25.9658259185	0.149577839393
HO_HXA1_HUMAN.H10MO.C.bed	0.0333873880857	35.0593315617	0.150375514849
HO_PKNX2_HUMAN.H10MO.D.bed	-0.028831143676	-590.859836508	0.150456048571
HO_CRX_HUMAN.H10MO.C.bed	0.0207024105324	24.2519958273	0.151044649164
HO_MNX1_HUMAN.H10MO.D.bed	-0.0162709453183	2340.07646816	0.151693874978
HO_ELK4_HUMAN.H10MO.A.bed	0.045290170157	204.748328316	0.151889826915
HO_ZBTB4_HUMAN.H10MO.S.bed	0.0598918498181	-54.0411323491	0.152389086641
HO_ELK3_HUMAN.H10MO.D.bed	0.0271720890295	-20.8684417971	0.152438273126
HO_UNC4_HUMAN.H10MO.D.bed	0.0272585018843	-15.9964118892	0.152484105715
HO_BHE41_HUMAN.H10MO.D.bed	-0.0351121622108	-22.6205875428	0.152958038735
HO_HMBX1_HUMAN.H10MO.D.bed	-0.0337453849065	-137.17402323	0.153358407025
HO_DLX4_HUMAN.H10MO.D.bed	0.0178310500959	-12.2928139657	0.153504526862
HO_JDP2_HUMAN.H10MO.D.bed	0.0719500093214	-39.0735533874	0.153813182771
HO_VAX1_HUMAN.H10MO.D.bed	-0.0335659713915	126.609103225	0.154304526409
HO_HME1_HUMAN.H10MO.D.bed	0.0289444666668	20.9799777562	0.155621195199
HO_VDR_HUMAN.H10MO.B.bed	-0.0297855631464	-52.4059081958	0.15596530049
HO_LMX1A_HUMAN.H10MO.D.bed	-0.01437240606	93.5209995168	0.156048627575
HO_CEBPA_HUMAN.H10MO.A.bed	-0.0296985065513	29.9685490497	0.156216963203
HO_PLAL1_HUMAN.H10MO.D.bed	0.0432606131836	-62.0529513182	0.157501704444
HO_GABP1_HUMAN.H10MO.C.bed	0.0409685002132	15.9076955556	0.157990740572
HO_MGAP_HUMAN.H10MO.D.bed	0.0712372923177	3586.75861641	0.158034517698
HO_GCM1_HUMAN.H10MO.D.bed	0.0445610094946	56.6639142216	0.158143019461
HO_BARX1_HUMAN.H10MO.D.bed	-0.0443817955449	-31.1672060449	0.158819313649
HO_HMX2_HUMAN.H10MO.D.bed	-0.0223577381953	771.062671045	0.160241248247
HO_E2F3_HUMAN.H10MO.B.bed	0.0861654919841	-314.300437147	0.160946565625
HO_TBX20_HUMAN.H10MO.D.bed	0.0407517307618	450.519380335	0.160971794
HO_GSX1_HUMAN.H10MO.D.bed	-0.0213357142531	135.849562804	0.16333097507
HO_KLF3_HUMAN.H10MO.D.bed	0.0308979168188	-70.5816994811	0.163511842714
HO_ELF5_HUMAN.H10MO.D.bed	0.019827462209	22.0465519504	0.163737323983
HO_ERR1_HUMAN.H10MO.D.bed	0.0237516019974	47.6825466199	0.166521397985
HO_E2F5_HUMAN.H10MO.B.bed	0.0858282803635	42.7489968422	0.166794459833
HO_BARH1_HUMAN.H10MO.D.bed	-0.0341437448161	-44.8686461932	0.167563153995
HO_CTCF_HUMAN.H10MO.A.bed	-0.0237563592711	23.5931815271	0.167774180748
HO_HXB8_HUMAN.H10MO.C.bed	-0.0288708699002	-18.2642072533	0.168236211646
HO_STAT2_HUMAN.H10MO.B.bed	0.0181908937031	59.9794690318	0.168462735672
HO_FOXJ2_HUMAN.H10MO.C.bed	-0.0120617599387	-38.7388117814	0.169104180016
HO_NFIC_HUMAN.H10MO.A.bed	0.0264907004277	81.6212638239	0.169423214331
HO_FOXJ3_HUMAN.H10MO.A.bed	-0.0121425482291	-22.9132082642	0.16942512423
HO_OTX2_HUMAN.H10MO.C.bed	0.0243526653033	-56.5820738655	0.169633346303
HO_BC11A_HUMAN.H10MO.C.bed	-0.0126659471462	-17.8857937432	0.169698614602
HO_ARX_HUMAN.H10MO.D.bed	-0.0299242289589	-27.8783886479	0.169701322659
HO_HXD8_HUMAN.H10MO.D.bed	0.017915594331	-64.4301475933	0.170001115008
HO_SMAD4_HUMAN.H10MO.C.bed	0.02683188374	55.6643991532	0.170200444853
HO_PAX8_HUMAN.H10MO.D.bed	0.0387314490757	3704.56521375	0.170244695349
HO_ERR3_HUMAN.H10MO.B.bed	0.0328095804263	-41.8403115046	0.17043926517
HO_COT2_HUMAN.H10MO.S.bed	-0.0256391181858	-22.2792798645	0.171096343131
HO_ANDR_HUMAN.H10MO.A.bed	-0.0310406062822	90.654096315	0.171224214521
HO_HXD13_HUMAN.H10MO.D.bed	0.0205477892697	-14.2717096645	0.171226963296
HO_HXC12_HUMAN.H10MO.D.bed	-0.019813972414	-52.3099846796	0.17164291138
HO_HXB6_HUMAN.H10MO.D.bed	-0.0314604174566	-16.0484196536	0.171725899086
HO_EMX1_HUMAN.H10MO.D.bed	0.025527343187	102.837037453	0.171796396579
HO_LHX9_HUMAN.H10MO.D.bed	0.018530868244	-30.863223179	0.172074356097
HO_PO2F3_HUMAN.H10MO.D.bed	-0.0252550773541	116.580857339	0.1721236974
HO_BHE40_HUMAN.H10MO.A.bed	0.0360801009707	-26.0353836075	0.172153309888
HO_MAFK_HUMAN.H10MO.S.bed	-0.0324809832513	13.8314731564	0.172446614025
HO_MEF2A_HUMAN.H10MO.A.bed	-0.0217370910645	-71.2261906971	0.17271296147
HO_ELF1_HUMAN.H10MO.A.bed	-0.0258553745712	-129.807799652	0.173865441352
HO_BACH1_HUMAN.H10MO.A.bed	-0.0302039134562	-34.8665189346	0.174091885184
HO_IRF2_HUMAN.H10MO.C.bed	-0.0271089471884	24.3737277194	0.174294568779
HO_TFCP2_HUMAN.H10MO.D.bed	0.0299797744718	30.8171759455	0.174670234251
HO_GLI2_HUMAN.H10MO.B.bed	0.0499334646305	15.6261437169	0.175589363675
HO_NDF1_HUMAN.H10MO.C.bed	0.0265529406944	52.9926685792	0.176414688384
HO_OLIG3_HUMAN.H10MO.D.bed	-0.0359139734391	3754.8427837	0.176534668031
HO_NFKB2_HUMAN.H10MO.D.bed	0.0319604557115	43.3860720209	0.176595102305
HO_RFX3_HUMAN.H10MO.B.bed	0.0394207181269	-25.5901857789	0.17673458258
HO_VSX1_HUMAN.H10MO.D.bed	0.0213640562251	68.6434851026	0.176981898
HO_ZN143_HUMAN.H10MO.A.bed	-0.0257680233178	-169.453657626	0.177161183528
HO_EHF_HUMAN.H10MO.S.bed	0.0286037450264	51.5038953049	0.177549084592
HO_ARI5B_HUMAN.H10MO.C.bed	0.0267828691783	49.9368871232	0.177637143244
HO_PAX1_HUMAN.H10MO.D.bed	-0.127133947965	158.450460552	0.177878511001
HO_DLX3_HUMAN.H10MO.C.bed	0.030766947511	-83.9335717688	0.178601541898
HO_CR3L2_HUMAN.H10MO.D.bed	0.066604283061	-16.9322865023	0.17872255466
HO_RHXF1_HUMAN.H10MO.D.bed	0.0368485037118	-58632.5882501	0.178834026304
HO_TBP_HUMAN.H10MO.C.bed	-0.0199429944036	-31.8974938106	0.179140288144
HO_CREB3_HUMAN.H10MO.D.bed	0.0911337293243	17.4235941684	0.179141870778
HO_ZEP1_HUMAN.H10MO.D.bed	-0.0331526074203	-72.2402769834	0.181927465675
HO_LEF1_HUMAN.H10MO.C.bed	-0.0123379111955	152.004747064	0.182618482592
HO_LHX4_HUMAN.H10MO.D.bed	0.0170372744484	-39.9632939142	0.183235034893
HO_MYOG_HUMAN.H10MO.D.bed	-0.0263337279965	77.6857492413	0.183285540825
HO_GCM2_HUMAN.H10MO.D.bed	0.073261201863	70.6141724571	0.183325854697
HO_ENOA_HUMAN.H10MO.A.bed	0.0306434172909	-66.7522422976	0.183441654892
HO_OVOL1_HUMAN.H10MO.C.bed	0.0299368908449	68.6974639625	0.184031881502
HO_ELK1_HUMAN.H10MO.A.bed	0.0349398471459	-35.9475442155	0.18414953659
HO_HSF1_HUMAN.H10MO.A.bed	-0.0225338681319	-19.990283427	0.185081797628
HO_FEV_HUMAN.H10MO.C.bed	0.0210466713454	176.383159502	0.185208365509
HO_ARNT_HUMAN.H10MO.B.bed	0.0291259286426	-64.5804828947	0.186103327001
HO_TFE3_HUMAN.H10MO.C.bed	0.0255210371819	-45.8639547567	0.186278934994
HO_MAX_HUMAN.H10MO.A.bed	-0.0300626745652	-22.3155365362	0.186326466308
HO_MZF1_HUMAN.H10MO.D.bed	0.0169656841757	-25.374553148	0.18686855363
HO_GSX2_HUMAN.H10MO.D.bed	-0.0184897512136	-37.243763601	0.187314029531
HO_MAF_HUMAN.H10MO.B.bed	0.0226378861799	15.6748521776	0.188429633176
HO_VAX2_HUMAN.H10MO.D.bed	0.0353005717393	-48.9624595603	0.188676209418
HO_HSF2_HUMAN.H10MO.A.bed	-0.0293769820749	-61.1293461223	0.188737791325
HO_KLF1_HUMAN.H10MO.C.bed	0.0196554608995	40.9492616545	0.189129281722
HO_DUXA_HUMAN.H10MO.D.bed	0.0269415492574	-19.285593934	0.189825096847
HO_FOXL1_HUMAN.H10MO.D.bed	-0.0137322443616	58.0406458538	0.189923447171
HO_OTX1_HUMAN.H10MO.D.bed	-0.0236038130179	-88.4614085307	0.190476129123
HO_EMX2_HUMAN.H10MO.D.bed	0.0222363716654	246.101458296	0.190685965502
HO_BATF_HUMAN.H10MO.S.bed	-0.0199029034468	-19.8416195092	0.191099593829
HO_PROP1_HUMAN.H10MO.D.bed	-0.0183416403143	700.204458303	0.191325308774
HO_BATF_HUMAN.H10MO.A.bed	0.0292029433028	46.940207335	0.191363729597
HO_RXRA_HUMAN.H10MO.C.bed	-0.0238156564092	-20.119484832	0.191924106546
HO_NR2F6_HUMAN.H10MO.D.bed	0.025014705947	40.857856863	0.192031780972
HO_TEAD1_HUMAN.H10MO.D.bed	-0.023050749727	-16.840012873	0.192375469923
HO_DLX6_HUMAN.H10MO.D.bed	0.0133192764453	205.859361323	0.192880249908
HO_HNF4A_HUMAN.H10MO.A.bed	0.0327693550649	-92.1214262359	0.1930827103
HO_KAISO_HUMAN.H10MO.S.bed	0.0279231723484	41.4272318584	0.193288634272
HO_BHA15_HUMAN.H10MO.D.bed	0.033501104024	19.8840268266	0.193694321679
HO_ZN333_HUMAN.H10MO.D.bed	-0.0382049481643	-30.3578380712	0.194243573347
HO_HMX1_HUMAN.H10MO.D.bed	0.0197581079837	-21.4227045559	0.19445977864
HO_TF2LX_HUMAN.H10MO.D.bed	-0.0409549695168	-324.006804585	0.195010393433
HO_PKNX1_HUMAN.H10MO.D.bed	-0.0283581920605	-534.552249912	0.196112989487
HO_CEBPB_HUMAN.H10MO.A.bed	-0.0259760835219	-27.7468333762	0.196366715634
HO_ATOH1_HUMAN.H10MO.D.bed	0.0362850923122	16.6002401441	0.196508827195
HO_HIC1_HUMAN.H10MO.C.bed	-0.0299598653133	49.3727406076	0.197227209091
HO_ESR2_HUMAN.H10MO.S.bed	0.0110498435318	-22.1881679465	0.197265392253
HO_MEOX1_HUMAN.H10MO.D.bed	-0.0324146456295	19.2102257078	0.197379601631
HO_PITX1_HUMAN.H10MO.D.bed	-0.0238565171887	162.747030933	0.197392035234
HO_MEF2D_HUMAN.H10MO.C.bed	0.0212718244118	-21.8407880348	0.19788699153
HO_CEBPD_HUMAN.H10MO.B.bed	-0.0231953733964	-193.411395023	0.198038056395
HO_NFAC3_HUMAN.H10MO.B.bed	0.0158345226109	-35.9015841844	0.198429908882
HO_MLXPL_HUMAN.H10MO.D.bed	0.0444595075863	88.3854809184	0.199960265413
HO_ZIC2_HUMAN.H10MO.C.bed	0.0161957727398	36.4536664215	0.200072510367
HO_CR3L1_HUMAN.H10MO.D.bed	0.0671356989692	25388.4993315	0.200856416756
HO_ASCL2_HUMAN.H10MO.D.bed	0.0148555900432	144.669145313	0.200914421013
HO_MEIS1_HUMAN.H10MO.C.bed	0.0345469971951	33.8488467773	0.201078735126
HO_E2F4_HUMAN.H10MO.A.bed	0.0450380012237	88.8726860252	0.201753486352
HO_PO3F4_HUMAN.H10MO.D.bed	-0.0194724562956	-43.2089894569	0.202270322799
HO_BARH2_HUMAN.H10MO.D.bed	-0.021989359197	24.2918657319	0.202352800206
HO_ZSCA4_HUMAN.H10MO.D.bed	0.0404601172264	-12.8110698115	0.202353689434
HO_NOBOX_HUMAN.H10MO.C.bed	-0.023282732669	252.605469462	0.202665010294
HO_PHX2A_HUMAN.H10MO.D.bed	-0.0322551886531	17.484122056	0.202875103635
HO_FOSL2_HUMAN.H10MO.A.bed	0.0175301706632	19.1025017233	0.202949743028
HO_RX_HUMAN.H10MO.D.bed	-0.0193815057229	405.729760893	0.203586083456
HO_ZN282_HUMAN.H10MO.D.bed	0.026340828785	-90.1019920671	0.203603060153
HO_LBX2_HUMAN.H10MO.D.bed	0.026196922033	-156.421341703	0.204229025384
HO_TBX3_HUMAN.H10MO.D.bed	0.0272434003821	52.8005057585	0.205241718703
HO_MAFG_HUMAN.H10MO.C.bed	-0.0382160876549	-135.852939959	0.205460383188
HO_FIGLA_HUMAN.H10MO.D.bed	0.0209034926547	-23.1594383634	0.205519367626
HO_SPIB_HUMAN.H10MO.B.bed	-0.0150740988303	110.598054426	0.20573661373
HO_MEF2C_HUMAN.H10MO.C.bed	0.0144449712104	44.004450407	0.206141271677
HO_EGR3_HUMAN.H10MO.D.bed	-0.0305101515708	-22.5783540906	0.206462067407
HO_USF2_HUMAN.H10MO.A.bed	0.0333267801506	-19.490558185	0.206667945589
HO_HIF1A_HUMAN.H10MO.A.bed	-0.0562247865605	165.91723384	0.206716403311
HO_DMBX1_HUMAN.H10MO.D.bed	0.0169353444218	28.1430006374	0.207160165117
HO_STAT1_HUMAN.H10MO.A.bed	-0.0348387552427	26.4123653548	0.207238167117
HO_IRF7_HUMAN.H10MO.C.bed	0.024288479175	-1548.79909941	0.207591103902
HO_MAFF_HUMAN.H10MO.A.bed	-0.0425321853633	-22.6447372969	0.207764972484
HO_NKX62_HUMAN.H10MO.D.bed	0.0156700491706	-63.1633273724	0.208091250778
HO_DLX1_HUMAN.H10MO.D.bed	-0.0144452175402	-14.269658355	0.208117065898
HO_NRL_HUMAN.H10MO.D.bed	0.0312336230134	-71.4734048251	0.208375180013
HO_SOX17_HUMAN.H10MO.D.bed	0.035001928312	-28.2715203302	0.208460036825
HO_HXB2_HUMAN.H10MO.D.bed	0.0274914556	-14.430373939	0.210082277757
HO_AP2C_HUMAN.H10MO.A.bed	0.0187623396115	42.6879872466	0.210211948215
HO_BCL6_HUMAN.H10MO.C.bed	0.0201236593281	68.8688779309	0.210593689167
HO_ZN384_HUMAN.H10MO.C.bed	0.0224099192839	34.2776540894	0.210653626454
HO_SOX1_HUMAN.H10MO.D.bed	-0.0314296654181	-46.7970588537	0.210834639565
HO_HME2_HUMAN.H10MO.D.bed	-0.0294565121575	25.1664345054	0.211159785285
HO_HMGA2_HUMAN.H10MO.D.bed	-0.0474254197213	39.5790217769	0.211209846828
HO_STAT3_HUMAN.H10MO.A.bed	0.0178295349066	39.479108363	0.211570027803
HO_CENPB_HUMAN.H10MO.D.bed	-0.196573410646	-32.6430634443	0.211668102321
HO_HXD3_HUMAN.H10MO.D.bed	-0.0257480585222	-23.859670539	0.211756271109
HO_PO3F2_HUMAN.H10MO.D.bed	0.0180554766598	18.1516826233	0.212301685991
HO_HLTF_HUMAN.H10MO.D.bed	-0.0178496649563	-17.7993505584	0.212374576294
HO_CUX2_HUMAN.H10MO.D.bed	-0.0389451003989	-44.5923316731	0.212613580292
HO_PHX2B_HUMAN.H10MO.D.bed	-0.0220878921738	-1632.41147245	0.212750253162
HO_NFE2_HUMAN.H10MO.B.bed	-0.0295676624481	17.9503428113	0.212853660517
HO_ETV6_HUMAN.H10MO.D.bed	0.0310153694415	-18.8224763212	0.212887712716
HO_MEIS2_HUMAN.H10MO.B.bed	-0.0303364025356	78.0097586823	0.21312855189
HO_ZKSC3_HUMAN.H10MO.D.bed	-0.0463093538793	-21.9622591706	0.213242795581
HO_ERR2_HUMAN.H10MO.A.bed	0.0189697871463	18.2240684962	0.21341517018
HO_ZBT18_HUMAN.H10MO.D.bed	0.0349736893976	214.968702433	0.213868559975
HO_VENTX_HUMAN.H10MO.D.bed	-0.0217575902541	-69.7312918761	0.214281334581
HO_FOXO6_HUMAN.H10MO.D.bed	0.0256034176011	81.0675891909	0.214683985474
HO_NF2L2_HUMAN.H10MO.D.bed	-0.0250239686073	143.569444833	0.215053005942
HO_EPAS1_HUMAN.H10MO.D.bed	0.0221425425167	398.327564775	0.215475109761
HO_DDIT3_HUMAN.H10MO.C.bed	-0.0295805445133	5476.77054354	0.215560620164
HO_ZN232_HUMAN.H10MO.D.bed	0.0513757436309	-157.051919987	0.215669729704
HO_PRD14_HUMAN.H10MO.C.bed	0.0334747944109	22.0427491503	0.216642599411
HO_COT1_HUMAN.H10MO.B.bed	0.0295571411032	454.751546224	0.216758235118
HO_ARNT2_HUMAN.H10MO.D.bed	0.0266992011497	24.2654750487	0.216879081544
HO_ZIC4_HUMAN.H10MO.D.bed	0.0560325498023	16.9958772644	0.217097806134
HO_NR1D1_HUMAN.H10MO.C.bed	0.0272297747062	-25.9176558162	0.217129069192
HO_ZSC16_HUMAN.H10MO.D.bed	-0.0406083894345	-67.9774349465	0.219002059974
HO_MIXL1_HUMAN.H10MO.D.bed	-0.0246802847245	20.2426716553	0.219086783852
HO_STA5B_HUMAN.H10MO.C.bed	0.0157206103268	13.5292520716	0.219960920336
HO_MAFB_HUMAN.H10MO.D.bed	0.0259972875321	-71.8553683476	0.220602441614
HO_NOTO_HUMAN.H10MO.D.bed	-0.0218618958938	-17.5629157707	0.220710145848
HO_LHX6_HUMAN.H10MO.D.bed	0.029209150274	-30.0247995773	0.221251163201
HO_MYB_HUMAN.H10MO.C.bed	0.01095769345	-64.1389971627	0.221389310233
HO_EOMES_HUMAN.H10MO.D.bed	-0.0178619262473	-16.5267104302	0.2231898592
HO_TLX1_HUMAN.H10MO.S.bed	0.0257195086583	18.3487917216	0.223319217233
HO_STAT1_HUMAN.H10MO.S.bed	-0.024062523604	9.99416029618	0.223710373627
HO_SRBP1_HUMAN.H10MO.B.bed	-0.0187954328984	-161.821704379	0.224151885293
HO_ITF2_HUMAN.H10MO.B.bed	0.0124255447488	23.6220569745	0.224396814899
HO_RELB_HUMAN.H10MO.C.bed	0.0239060654644	-46.4940040131	0.224594193018
HO_HXA2_HUMAN.H10MO.D.bed	-0.0198108699779	-163.662250189	0.224960008773
HO_DRGX_HUMAN.H10MO.D.bed	-0.0297113942239	-109.295906617	0.225604438365
HO_TYY1_HUMAN.H10MO.A.bed	-0.0208100185617	-208.347318796	0.225841583205
HO_TAL1_HUMAN.H10MO.S.bed	0.0353684282226	-65.2363500274	0.228529640753
HO_NFKB1_HUMAN.H10MO.B.bed	0.0233246752283	-66.0889959971	0.228770409388
HO_TFAP4_HUMAN.H10MO.C.bed	-0.0218091553967	48.9232490003	0.229686756802
HO_E2F8_HUMAN.H10MO.D.bed	-0.0259471633413	25.2649642145	0.229801501954
HO_HNF1A_HUMAN.H10MO.A.bed	-0.0246009022939	24.4115226951	0.230434913305
HO_MEF2B_HUMAN.H10MO.D.bed	-0.033955041889	-18.9421397414	0.231473910668
HO_FOXA2_HUMAN.H10MO.A.bed	-0.0169744470945	-84.9934338201	0.23226660878
HO_SOX2_HUMAN.H10MO.B.bed	-0.0239122326934	-34.3394197548	0.23507636878
HO_NKX32_HUMAN.H10MO.C.bed	0.0245290595418	-13.7143748965	0.235096414703
HO_ALX1_HUMAN.H10MO.B.bed	-0.0206831416252	-26.1978485313	0.236057789096
HO_FOXI1_HUMAN.H10MO.B.bed	-0.02556479977	45.3562867475	0.236171109895
HO_PO5F1_HUMAN.H10MO.A.bed	-0.0214436775517	38.7375613387	0.236798691303
HO_ZKSC1_HUMAN.H10MO.C.bed	-0.0177566142865	38.8838745319	0.237111622701
HO_HMX3_HUMAN.H10MO.D.bed	-0.0208712124543	-56.5088027025	0.237331674146
HO_NR1I2_HUMAN.H10MO.C.bed	0.0245074670463	-49.9616348796	0.237465336308
HO_THB_HUMAN.H10MO.S.bed	0.028736794469	42.1213213342	0.238728459102
HO_GRHL1_HUMAN.H10MO.D.bed	0.0811729007873	29.3456676092	0.240031322064
HO_MYBB_HUMAN.H10MO.D.bed	0.0242114744501	-21.0189611373	0.240120194364
HO_NR2C1_HUMAN.H10MO.C.bed	-0.0228489245348	-308.121241872	0.240687744948
HO_ZN740_HUMAN.H10MO.D.bed	0.0182097690845	-28.5770337216	0.240787793528
HO_PAX4_HUMAN.H10MO.D.bed	-0.0187949757058	-176.592710284	0.240869777733
HO_MAFA_HUMAN.H10MO.D.bed	-0.024887660901	20.0458879529	0.24336750359
HO_DLX5_HUMAN.H10MO.D.bed	-0.0129692581582	161.997821312	0.243458636106
HO_P5F1B_HUMAN.H10MO.D.bed	-0.0181336139386	755.513986726	0.243594724008
HO_SMAD2_HUMAN.H10MO.C.bed	0.0203203655339	18.2935128979	0.243703912917
HO_CEBPZ_HUMAN.H10MO.D.bed	0.0209140429464	17.4777642196	0.245167716745
HO_GLIS2_HUMAN.H10MO.D.bed	-0.0654862665538	-9.95086262472	0.24575533747
HO_MEIS3_HUMAN.H10MO.D.bed	0.0205991922671	32.4202313661	0.246150902697
HO_NR1H4_HUMAN.H10MO.C.bed	0.0386640221543	28.5568799431	0.24681166592
HO_MYC_HUMAN.H10MO.A.bed	-0.0318955880893	18.8965400353	0.247254333695
HO_GSC_HUMAN.H10MO.D.bed	-0.0292781875565	70.8515342839	0.247331868061
HO_STAT4_HUMAN.H10MO.D.bed	0.0138768413566	-42.4943743941	0.247446915878
HO_SMAD1_HUMAN.H10MO.D.bed	0.0180303835683	418.303222473	0.249001452215
HO_NKX22_HUMAN.H10MO.D.bed	-0.0169497978004	-16.0127329797	0.250824410519
HO_ETV3_HUMAN.H10MO.D.bed	-0.0262360668489	17.2694526104	0.252125374878
HO_ELF3_HUMAN.H10MO.D.bed	0.0180869398938	28.2494116428	0.252506322012
HO_HINFP_HUMAN.H10MO.C.bed	0.0955878476764	-220.379780062	0.253572262965
HO_TF65_HUMAN.H10MO.A.bed	0.0197026767408	33.9683406727	0.254066133333
HO_SOX4_HUMAN.H10MO.C.bed	-0.0234861094481	135.11364791	0.25425951412
HO_ZBT49_HUMAN.H10MO.D.bed	-0.0308250109455	58.6937716885	0.254717865206
